n02988304	CD player	n02988304.txt	N=10
n02999410	chain	n02999410.txt	N=10
n03014705	chest	n03014705.txt	N=10
n03026506	Christmas stocking	n03026506.txt	N=10
n03042490	cliff dwelling	n03042490.txt	N=10
n03085013	computer keyboard	n03085013.txt	N=10
n03089624	confectionery	n03089624.txt	N=10
n03100240	convertible	n03100240.txt	N=10
n03126707	crane	n03126707.txt	N=10
n03160309	dam	n03160309.txt	N=10
n03179701	desk	n03179701.txt	N=10
n03201208	dining table	n03201208.txt	N=10
n03250847	drumstick	n03250847.txt	N=10
n03255030	dumbbell	n03255030.txt	N=10
n03355925	flagpole	n03355925.txt	N=10
n03388043	fountain	n03388043.txt	N=10
n03393912	freight car	n03393912.txt	N=10
n03400231	frying pan	n03400231.txt	N=10
n03404251	fur coat	n03404251.txt	N=10
n03424325	gasmask	n03424325.txt	N=10
n03444034	go-kart	n03444034.txt	N=10
n03447447	gondola	n03447447.txt	N=10
n03544143	hourglass	n03544143.txt	N=10
n03584254	iPod	n03584254.txt	N=10
n03599486	jinrikisha	n03599486.txt	N=10
n03617480	kimono	n03617480.txt	N=10
n03637318	lampshade	n03637318.txt	N=10
n03649909	lawn mower	n03649909.txt	N=10
n03662601	lifeboat	n03662601.txt	N=10
n03670208	limousine	n03670208.txt	N=10
n03706229	magnetic compass	n03706229.txt	N=10
n03733131	maypole	n03733131.txt	N=10
n03763968	military uniform	n03763968.txt	N=10
n03770439	miniskirt	n03770439.txt	N=10
n03796401	moving van	n03796401.txt	N=10
n03804744	nail	n03804744.txt	N=10
n03814639	neck brace	n03814639.txt	N=10
n03837869	obelisk	n03837869.txt	N=10
n03838899	oboe	n03838899.txt	N=10
n03854065	organ	n03854065.txt	N=10
n03891332	parking meter	n03891332.txt	N=10
n03902125	pay-phone	n03902125.txt	N=10
n03930313	picket fence	n03930313.txt	N=10
n03937543	pill bottle	n03937543.txt	N=10
n03970156	plunger	n03970156.txt	N=10
n03976657	pole	n03976657.txt	N=10
n03977966	police van	n03977966.txt	N=10
n03980874	poncho	n03980874.txt	N=10
n03983396	pop bottle	n03983396.txt	N=10
n03992509	potter's wheel	n03992509.txt	N=10
n04008634	projectile	n04008634.txt	N=10
n04023962	punching bag	n04023962.txt	N=10
n04067472	reel	n04067472.txt	N=10
n04070727	refrigerator	n04070727.txt	N=10
n04074963	remote control	n04074963.txt	N=10
n04099969	rocking chair	n04099969.txt	N=10
n04118538	rugby ball	n04118538.txt	N=10
n04133789	sandal	n04133789.txt	N=10
n04146614	school bus	n04146614.txt	N=10
n04149813	scoreboard	n04149813.txt	N=10
n04179913	sewing machine	n04179913.txt	N=10
n04251144	snorkel	n04251144.txt	N=10
n04254777	sock	n04254777.txt	N=10
n04259630	sombrero	n04259630.txt	N=10
n04265275	space heater	n04265275.txt	N=10
n04275548	spider web	n04275548.txt	N=10
n04285008	sports car	n04285008.txt	N=10
n04311004	steel arch bridge	n04311004.txt	N=10
n04328186	stopwatch	n04328186.txt	N=10
n04356056	sunglasses	n04356056.txt	N=10
n04366367	suspension bridge	n04366367.txt	N=10
n04371430	swimming trunks	n04371430.txt	N=10
n04376876	syringe	n04376876.txt	N=10
n04398044	teapot	n04398044.txt	N=10
n04399382	teddy	n04399382.txt	N=10
n04417672	thatch	n04417672.txt	N=10
n04456115	torch	n04456115.txt	N=10
n04465501	tractor	n04465501.txt	N=10
n04486054	triumphal arch	n04486054.txt	N=10
n04487081	trolleybus	n04487081.txt	N=10
n04501370	turnstile	n04501370.txt	N=10
n04507155	umbrella	n04507155.txt	N=10
n04532106	vestment	n04532106.txt	N=10
n04532670	viaduct	n04532670.txt	N=10
n04540053	volleyball	n04540053.txt	N=10
n04560804	water jug	n04560804.txt	N=10
n04562935	water tower	n04562935.txt	N=10
n04596742	wok	n04596742.txt	N=10
n04597913	wooden spoon	n04597913.txt	N=10
n06596364	comic book	n06596364.txt	N=10
n07579787	plate	n07579787.txt	N=10
n07583066	guacamole	n07583066.txt	N=10
n07614500	ice cream	n07614500.txt	N=10
n07615774	ice lolly	n07615774.txt	N=10
n07695742	pretzel	n07695742.txt	N=10
n07711569	mashed potato	n07711569.txt	N=10
n07715103	cauliflower	n07715103.txt	N=10
n07720875	bell pepper	n07720875.txt	N=10
n07734744	mushroom	n07734744.txt	N=10
n07747607	orange	n07747607.txt	N=10
n07749582	lemon	n07749582.txt	N=10
n07753592	banana	n07753592.txt	N=10
n07768694	pomegranate	n07768694.txt	N=10
n07871810	meat loaf	n07871810.txt	N=10
n07873807	pizza	n07873807.txt	N=10
n07875152	potpie	n07875152.txt	N=10
n07920052	espresso	n07920052.txt	N=10
n09193705	alp	n09193705.txt	N=10
n09246464	cliff	n09246464.txt	N=10
n09256479	coral reef	n09256479.txt	N=10
n09332890	lakeside	n09332890.txt	N=10
n09428293	seashore	n09428293.txt	N=10
n12267677	acorn	n12267677.txt	N=10
